des,orbit_id,jd,cd,dist,dist_min,dist_max,v_rel,v_inf,t_sigma_f,h,estimated_diameter_min_km,estimated_diameter_max_km,miss_distance_km,is_potentially_hazardous
2005 WX,10,2453698.297187141,2005-Nov-23 19:08,0.0084133482770523,0.0083977831547045,0.0084289121657088,5.50381720493584,5.44597195145098,< 00:01,26.9,0.0110803882,0.0247765013,73472398.83608826,False
2005 XC,17,2453698.409366833,2005-Nov-23 21:49,0.0434171411775857,0.0433652260443182,0.0434690561059024,8.30996660421795,8.30257829674215,< 00:01,22.7,0.0766575574,0.1714115092,3929959.591604738,False
2021 XA1,3,2453698.63551886,2005-Nov-24 03:15,0.0090028530793677,0.0086864396331121,0.0451611652754277,8.76455424886005,8.73072117898241,7_17:05,26.98,0.0106795998,0.023880311,35954678.69282957,False
2005 XK4,7,2453699.088315777,2005-Nov-24 14:07,0.0278794892084325,0.0265915869563793,0.029167331378974,19.3181541853414,19.3132063238164,00:37,24.5,0.0334622374,0.0748238376,4170712.201008004,False
2022 YM1,5,2453699.541301602,2005-Nov-25 00:59,0.0287929158750072,0.0260971704283401,0.0314941070839831,3.55783029030554,3.53172444596065,14:21,29.2,0.0038419789,0.008590926,47710359.2599237,False
2005 XX77,11,2453700.364533666,2005-Nov-25 20:45,0.0340145215537706,0.0338871940668956,0.0341418447641438,5.65501644849896,5.6411473892583,00:04,23.9,0.04411182,0.0986370281,14027211.8301644,False
2005 WN3,7,2453700.522189036,2005-Nov-26 00:32,0.0005603607962884,0.0005561899058139,0.0005645309106417,19.3022296657776,19.0542960889412,< 00:01,29.9,0.0027832677,0.0062235757,4715686.29085392,False
2005 WM3,8,2453700.863372321,2005-Nov-26 08:43,0.00987776497397,0.0098492370479542,0.0099062914996713,7.99786655842392,7.96406800305534,< 00:01,27.7,0.0076657557,0.0171411509,194172911.71246997,False
2005 WY,9,2453702.419565788,2005-Nov-27 22:04,0.005076852236269,0.0050590616743704,0.0050946409024447,8.29166275690559,8.22812331289877,< 00:01,27.1,0.0101054342,0.0225964377,759486.275424814,False
2005 WK56,30,2453703.231480137,2005-Nov-28 17:33,0.0430229122354318,0.0430228447984112,0.0430229796726188,7.59871635441503,7.59056170273006,< 00:01,22.6,0.0802703167,0.1794898848,68772601.8436398,False
2005 XY4,10,2453704.81398131,2005-Nov-30 07:32,0.033255777395874,0.0332194262506826,0.0332921285327081,19.6862486174529,19.6821783102703,< 00:01,23.5,0.0530340723,0.1185877909,6822873.747079354,False
2005 XN27,9,2453706.716054623,2005-Dec-02 05:11,0.0101187031249946,0.0100346447603141,0.010202757352674,12.9829554957218,12.9626574810211,00:05,24.5,0.0334622374,0.0748238376,1513736.430922397,False
2005 XX4,7,2453708.382476604,2005-Dec-03 21:11,0.0185435034215068,0.0181776202134715,0.0189093694154671,14.9024421712225,14.8927971389358,00:05,24.3,0.0366906138,0.0820427065,2774068.610977758,False
2005 WF55,11,2453708.639937637,2005-Dec-04 03:22,0.0306192241977021,0.0304628519890636,0.0307755806406023,4.2209130380521,4.20024609248287,< 00:01,26.3,0.0146067964,0.0326617897,41929449.21830731,False
2005 XA,13,2453709.79177041,2005-Dec-05 07:00,0.0113557332965653,0.0113554330320932,0.0113560335610141,12.651939598776,12.6333804217682,< 00:01,26.3,0.0146067964,0.0326617897,275642239.21028334,False
2005 YY1,12,2453709.882923777,2005-Dec-05 09:11,0.03259013051974,0.0324202394453368,0.0327600181251188,8.3662350309117,8.35645703029842,00:14,23.1,0.063760979,0.1425738833,9835350.424762376,False
2005 XA8,12,2453709.966765173,2005-Dec-05 11:12,0.001452191669693,0.0014484629139408,0.0014559199633149,12.2186908701318,12.0675933494682,< 00:01,25.7,0.0192555078,0.0430566244,7770656.617505118,False
2005 XC1,11,2453710.521721292,2005-Dec-06 00:31,0.0434334245218627,0.0429378053654353,0.0439290307595901,10.3375440726993,10.3316080491106,< 00:01,23.9,0.04411182,0.0986370281,6497547.792005815,False
2005 WA1,29,2453711.687499384,2005-Dec-07 04:30,0.0320599671133727,0.0320598765341722,0.0320600576925824,13.7297203691746,13.7236657983901,< 00:01,21.72,0.1203801767,0.2691782583,30050441.603324734,True
2005 XX,9,2453713.548402523,2005-Dec-09 01:10,0.0057809127234895,0.0057456730234799,0.005816147894765,9.24629238633673,9.19630922108705,< 00:01,26.8,0.0116025908,0.0259441818,883433.571042069,False
481817,72,2453717.920258277,2005-Dec-13 10:05,0.0267678079055968,0.0267675564731183,0.0267680593926146,13.0190028640709,13.0113548371249,< 00:01,18.61,,,,
2005 YD,12,2453718.595074615,2005-Dec-14 02:17,0.0383205394039168,0.0380782093023428,0.0385628641431008,8.93524593256702,8.9274608455779,< 00:01,24.5,0.0334622374,0.0748238376,73935844.42051095,False
469896,44,2453718.993389072,2005-Dec-14 11:50,0.0202419819645348,0.0202419772155027,0.0202419867135715,17.6835474434381,17.6761021577635,< 00:01,20.67,,,,
2018 XC4,8,2453721.057600783,2005-Dec-16 13:23,0.0472088006763506,0.0461412512851272,0.0482764843382745,9.04003820190031,9.03379267373921,02:17,26.3,0.0146067964,0.0326617897,59365297.83883945,False
2005 YK,8,2453721.300025604,2005-Dec-16 19:12,0.008816101646818,0.0087810677080782,0.0088511338057204,9.86611519612051,9.83543448825494,00:04,26.9,0.0110803882,0.0247765013,25425806.5750274,False
2005 XO66,10,2453724.460648494,2005-Dec-19 23:03,0.0127550569842883,0.0127005485964033,0.0128095626107464,8.40260402421842,8.37770628225728,< 00:01,24.6,0.0319561887,0.0714562102,7048646.493448466,False
2006 AC3,10,2453726.861160654,2005-Dec-22 08:40,0.0442085258911809,0.0437119524968691,0.0447050793174827,8.3004654819422,8.29320117883522,00:06,24.2,0.0384197891,0.0859092601,6613501.310479833,False
2005 YR3,26,2453728.004233222,2005-Dec-23 12:06,0.0486348217314346,0.0486343000570195,0.0486353434059437,5.6814509268887,5.67179987184836,< 00:01,23.72,0.0479242116,0.1071617948,62732491.30688429,False
2019 AK8,3,2453728.542668091,2005-Dec-24 01:01,0.0351824275946672,0.0351123736075151,0.0352525423120707,12.1213081962111,12.1150586421011,00:08,24.29,0.0368599699,0.0824213984,64322325.361835726,False
2005 YO3,10,2453728.679309943,2005-Dec-24 04:18,0.0202002028007206,0.0200638801777281,0.0203365205147943,9.95882845072725,9.94557474076215,< 00:01,25.1,0.0253837029,0.0567596853,33390502.73008447,False
2011 YX15,10,2453733.520196448,2005-Dec-29 00:29,0.0366107818693811,0.0191616281497788,0.0582680242445883,8.40567790919959,8.39701518567998,1_02:41,25.5,0.0211132445,0.0472106499,44904595.49782691,False
2005 YU128,9,2453734.85741075,2005-Dec-30 08:35,0.0281273933946837,0.027918455603442,0.0283363198684932,7.17951668741382,7.16631020129406,00:01,25.3,0.0231502122,0.0517654482,26187506.480054177,False
2016 PZ39,18,2453735.120910704,2005-Dec-30 14:54,0.0181101710516777,0.0181096845445427,0.0181106576848784,25.057703147413,25.0518309663895,< 00:01,19.42,0.3471802221,0.776318577,136785307.1696159,True
2005 XO4,12,2453737.300256013,2006-Jan-01 19:12,0.0477339669830994,0.0470778079228456,0.0483901012411308,9.0875388110352,9.08139432732219,< 00:01,22.2,0.096506147,0.2157943048,7140899.78985029,False
456938,39,2453737.828094309,2006-Jan-02 07:52,0.0342082910378341,0.0342074497648361,0.0342091323117168,20.1858627770682,20.1820037735317,< 00:01,21.02,,,,
2005 YO128,11,2453739.452598278,2006-Jan-03 22:52,0.0168016486019077,0.0167428053164583,0.0168604906509544,10.2881201189497,10.2726942320331,< 00:01,24.6,0.0319561887,0.0714562102,46273416.06816606,False
2006 CU,22,2453740.100902831,2006-Jan-04 14:25,0.0464520797915417,0.0464514085704956,0.046452751026057,11.3419607819172,11.3369023499999,< 00:01,22.0,0.1058168859,0.2366137501,13869494.356252706,True
2006 AB3,9,2453740.243187755,2006-Jan-04 17:50,0.0345990655494361,0.034352851296636,0.0348452690365946,7.09832315952942,7.08746579326743,00:02,26.8,0.0116025908,0.0259441818,5175946.502790485,False
2006 AU3,8,2453741.797300757,2006-Jan-06 07:08,0.0143191902170197,0.0142757279271035,0.0143626506729252,7.34591405461203,7.32053947922876,< 00:01,26.3,0.0146067964,0.0326617897,5268859.57067837,False
2006 BP147,7,2453742.875820749,2006-Jan-07 09:01,0.0481942320704417,0.0469156388694947,0.0494724956423209,4.82546267105775,4.81399184142405,00:32,26.5,0.0133215567,0.0297879063,72360388.3514833,False
2006 BG99,9,2453743.878730199,2006-Jan-08 09:05,0.0461485906219545,0.0457365813400295,0.0465605498157226,4.10339642400592,4.08930168760231,00:06,25.7,0.0192555078,0.0430566244,6903730.857262022,False
2006 BX7,10,2453745.211446441,2006-Jan-09 17:04,0.035835446009442,0.0355523536722824,0.0361185287999274,8.2647713304489,8.25577002987916,00:04,24.6,0.0319561887,0.0714562102,51294243.806523986,False
2006 BN26,12,2453745.937950877,2006-Jan-10 10:31,0.0431139527740894,0.0428358518389736,0.0433920469816323,8.02399319567147,8.01628748768225,00:03,23.48,0.0535247906,0.1196850702,6449755.506160536,False
2006 BF,14,2453747.137739629,2006-Jan-11 15:18,0.0166109044727255,0.0165183099276665,0.0167034951079359,9.05278429820595,9.03504801770308,00:03,23.6,0.0506471459,0.1132504611,72274106.68789634,False
2006 BB8,10,2453747.822853792,2006-Jan-12 07:45,0.0280871149772638,0.0279168546107011,0.0282573710287161,8.8844143609058,8.87373026859539,00:02,24.5,0.0334622374,0.0748238376,57254110.03085171,False
2006 BY7,10,2453747.916560918,2006-Jan-12 10:00,0.0426460429716349,0.0423354223684739,0.0429566452397487,5.67024531026403,5.65921584753398,00:02,25.9,0.0175612318,0.0392681082,6379757.19672841,False
2006 AN,17,2453748.471042227,2006-Jan-12 23:18,0.0478149447221306,0.0478141513417026,0.0478157381037164,6.63543972195479,6.62703634043259,< 00:01,24.36,0.0356906927,0.079806815,27663482.95748924,False
2006 BQ7,9,2453748.617295634,2006-Jan-13 02:49,0.0281141491597265,0.0278417468799024,0.0283864962184762,4.33544808145268,4.31353252589325,00:01,26.5,0.0133215567,0.0297879063,43014436.61295165,False
2005 YU8,14,2453749.432445631,2006-Jan-13 22:23,0.0495425283414981,0.0492711490200718,0.0498139052827173,11.5502768823157,11.5456196343571,< 00:01,23.7,0.0483676488,0.1081533507,7411456.708094721,False
2006 AH4,8,2453750.77242155,2006-Jan-15 06:32,0.0463187368114909,0.0455717723684925,0.0470656311228446,6.22750316716175,6.21825907758376,00:08,26.3,0.0146067964,0.0326617897,10761712.465941563,False
2006 BW7,9,2453751.17159259,2006-Jan-15 16:07,0.0054986751781875,0.0054327110503284,0.0055646217144308,9.40794382227437,9.35629584523348,00:08,26.5,0.0133215567,0.0297879063,69863337.25220293,False
2006 AS3,9,2453753.149782718,2006-Jan-17 15:36,0.0434639927920191,0.0432235441390495,0.043704438527242,10.5661432108302,10.5603397704351,< 00:01,24.75,0.0298232505,0.0666868155,6502120.744575336,False
2015 AK1,12,2453754.314671697,2006-Jan-18 19:33,0.0144909853247171,0.0144907426864897,0.0144912281399753,12.1251987925465,12.1100248860533,< 00:01,24.27,0.037201031,0.0831840342,23130300.20379881,False
2006 BB9,13,2453754.763989073,2006-Jan-19 06:20,0.0108581193374278,0.0107625363883092,0.0109536977267857,13.653206331501,13.6352213817615,00:02,25.8,0.0183888672,0.0411187571,1624351.519485891,False
2006 BM8,15,2453756.053182799,2006-Jan-20 13:17,0.0057789088253812,0.0057588235409297,0.0057989935491655,14.9632024845576,14.9323571260313,00:01,25.3,0.0231502122,0.0517654482,30698846.867619935,False
2006 BY8,10,2453756.96902492,2006-Jan-21 11:15,0.0062061619107187,0.006154627099397,0.0062576936516665,15.5467420504104,15.5191021743874,< 00:01,26.6,0.0127219879,0.0284472297,13258841.41595347,False
2006 BA,9,2453757.635739119,2006-Jan-22 03:15,0.0034045343156997,0.0033980615461828,0.0034110061916048,6.46841956450622,6.34627436627571,< 00:01,27.6,0.0080270317,0.0179489885,719148.242004617,False
2006 BC8,18,2453757.775466106,2006-Jan-22 06:37,0.0121508147075625,0.0121160563511756,0.0121837758661856,12.8565703061901,12.8395027950419,< 00:01,25.1,0.0253837029,0.0567596853,2076381.544765258,False
2006 BO7,7,2453761.121177595,2006-Jan-25 14:54,0.0050110205025854,0.0049885107834272,0.0050335282119865,10.0167594411792,9.96353460941585,< 00:01,29.3,0.0036690614,0.0082042706,749637.993326335,False
2011 CL50,26,2453762.188150195,2006-Jan-26 16:31,0.0290152200572552,0.0290146845191037,0.0290157555953787,2.93615243331862,2.90470829973854,00:05,27.3,0.0092162655,0.0206081961,26928566.277198333,False
2006 CL,8,2453762.771775216,2006-Jan-27 06:31,0.0204441393510063,0.0202934193669101,0.0205948492188201,7.59513577058337,7.57795670984838,00:01,25.4,0.022108281,0.0494356193,3058399.708223078,False
2006 BL8,12,2453763.598113688,2006-Jan-28 02:21,0.0304468391239247,0.0302107821883849,0.0306828904970474,10.746183809718,10.738037132112,< 00:01,24.7,0.0305179233,0.0682401509,13772045.002233235,False
2006 BV39,9,2453763.811390618,2006-Jan-28 07:28,0.0022535907762506,0.0022500863988545,0.0022570947585083,8.00749769175524,7.8584583065065,< 00:01,29.1,0.0040230458,0.0089958039,63942203.84623073,False
2006 BF56,9,2453764.939339105,2006-Jan-29 10:33,0.0013674060287403,0.0013652087565275,0.0013696032595874,25.4468872473938,25.3701978876765,< 00:01,29.6,0.0031956189,0.007145621,127461859.23357852,False
2022 YK4,5,2453766.328725069,2006-Jan-30 19:53,0.0350675382630148,0.0331668511275519,0.0369980014816545,3.65343921863435,3.63258246970074,09:12,25.76,0.0187307418,0.0418832119,40190651.30408872,False
2006 BR98,11,2453766.442989844,2006-Jan-30 22:38,0.0188880787995895,0.0188441524955341,0.0189320033697457,5.7853303656548,5.760895242773,< 00:01,26.7,0.0121494041,0.0271668934,55611384.27266136,False
2017 DU34,5,2453766.982809533,2006-Jan-31 11:35,0.0386383419146287,0.0343522366846663,0.0601702908729389,11.5083283464963,11.5023346501176,3_04:25,26.8,0.0116025908,0.0259441818,7959451.657649121,False
2006 BH99,10,2453767.019104138,2006-Jan-31 12:28,0.003032984430744,0.0030291824908924,0.0030367863193827,17.8636403833145,17.8143943507906,< 00:01,27.2,0.0096506147,0.0215794305,72838902.39079873,False
2006 BW39,13,2453768.488239254,2006-Feb-01 23:43,0.0313310914368503,0.0311806732918093,0.031481507732356,11.525575907864,11.5181949405759,< 00:01,23.7,0.0483676488,0.1081533507,4687064.538215318,False
2006 CW9,9,2453769.652316118,2006-Feb-03 03:39,0.0192798320566185,0.0191793695507763,0.0193802927520507,12.4315731194884,12.4204512617673,< 00:01,24.4,0.0350392641,0.0783501764,60083061.16360276,False
2006 BM55,14,2453772.214019209,2006-Feb-05 17:08,0.0214929456879956,0.021310966447153,0.0216749229864631,19.8102471748853,19.8039883163979,< 00:01,23.0,0.0667659413,0.1492931834,3215298.896745659,False
2015 CD1,6,2453773.534372237,2006-Feb-07 00:49,0.0073545914143431,0.0042515111556273,0.0411020083272706,5.33510815396095,5.26676402098416,6_05:24,28.2,0.0060891262,0.0136157002,1100231.208160318,False
2006 CK,7,2453774.560061467,2006-Feb-08 01:26,0.0300359588503658,0.0298400378436796,0.0302318911342521,6.2245892278541,6.21032138938396,00:32,25.8,0.0183888672,0.0411187571,74081765.15990657,False
2006 BX39,21,2453776.585859339,2006-Feb-10 02:04,0.0211430699034481,0.0210749975117552,0.0212111420190268,19.9708466128085,19.9645353471058,< 00:01,21.4,0.1394938229,0.3119176705,15435236.21279298,True
2007 DD,20,2453780.848984621,2006-Feb-14 08:23,0.0210075514997841,0.0209979807835699,0.0210171224654794,4.06242656799761,4.03108433321231,< 00:01,25.9,0.0175612318,0.0392681082,58729448.36865271,False
2006 BJ55,11,2453782.013082442,2006-Feb-15 12:19,0.0481852000392617,0.0479344052038362,0.0484359863161664,5.77851902434507,5.76894174420871,00:01,24.2,0.0384197891,0.0859092601,39959759.5579648,False
2018 CC1,8,2453782.077506633,2006-Feb-15 13:52,0.0393187466453765,0.0269187959327325,0.0781104829620025,15.2237509109826,15.2192989174118,1_12:54,23.5,0.0530340723,0.1185877909,24960330.9624686,False
2024 CU1,3,2453782.435623957,2006-Feb-15 22:27,0.0355242727239564,0.0020454182065453,0.0955539860112355,11.8670740822888,11.860752013656,1_18:53,26.72,0.0120380177,0.0269178258,37493535.74768024,False
2020 QN4,4,2453782.862861808,2006-Feb-16 08:43,0.0126478548479609,0.0014988398209808,0.0461730006835522,7.15738695695387,7.12789274944937,1_20:39,28.6,0.0050647146,0.0113250461,34589824.47065688,False
2020 DA1,3,2453784.860439356,2006-Feb-18 08:39,0.0113388741196519,0.0003539148362992,0.192657156278854,18.601648958546,18.5890121175668,7_06:36,29.8,0.002914439,0.0065168838,64897716.70787556,False
2006 DQ14,9,2453788.693870981,2006-Feb-22 04:39,0.0134393768830461,0.0134075185733516,0.0134712327245837,3.52366790197453,3.46694637947782,< 00:01,27.1,0.0101054342,0.0225964377,3847576.747705727,False
2020 CF2,20,2453788.925184269,2006-Feb-22 10:12,0.0487709952346515,0.0441063976030513,0.0534353490979912,4.75308922658505,4.74158120043471,15:46,27.6,0.0080270317,0.0179489885,52517629.18727417,False
2006 DR14,8,2453789.61643421,2006-Feb-23 02:48,0.0077498885936563,0.0077313955510257,0.007768381269872,12.9364475219467,12.9098434162636,< 00:01,26.1,0.0160160338,0.0358129403,1159366.827297282,False
2006 DD1,9,2453789.789155485,2006-Feb-23 06:56,0.0007853288785267,0.0007849499841328,0.0007857077643996,17.2252727728028,17.0271660171335,< 00:01,26.5,0.0133215567,0.0297879063,30571394.52382816,False
2006 DM63,8,2453790.662158932,2006-Feb-24 03:54,0.001530260828638,0.0015161639193554,0.001544360361218,10.5047424611388,10.3376606788927,00:46,26.7,0.0121494041,0.0271668934,71673881.33248737,False
2006 DA1,7,2453790.969225924,2006-Feb-24 11:16,0.0242784161530998,0.0240917550178051,0.0244650756976423,19.2238996604217,19.2181899377498,< 00:01,24.8,0.0291443905,0.0651688382,3631999.350493494,False
2006 DU,8,2453791.610052434,2006-Feb-25 02:38,0.0367011476011903,0.0364157430210496,0.0369865408738816,7.56621252752761,7.55661123244824,< 00:01,24.7,0.0305179233,0.0682401509,5490413.507515612,False
2006 CL9,30,2453791.981355452,2006-Feb-25 11:33,0.0479068757177573,0.0478823494432255,0.0479314017059102,3.14602346492068,3.1282947211018,< 00:01,22.8,0.0732073989,0.1636967205,58120305.7534892,False
2006 DO62,7,2453792.182714514,2006-Feb-25 16:23,0.0053190228281632,0.0032311337702408,0.0073881895217817,9.43669974229558,9.38346599303882,00:12,28.53,0.0052306418,0.0116960705,795714.481361436,False
2006 BE55,48,2453793.548256937,2006-Feb-27 01:09,0.0414538647567333,0.0414536645696108,0.0414540649443082,14.2637942016589,14.2592872709215,< 00:01,21.98,0.1067959975,0.2388031102,3712877.61381498,True
2006 EB1,12,2453795.684995996,2006-Mar-01 04:26,0.0378250464978828,0.0377077055175184,0.0379423859951629,8.34818272041454,8.33974042410676,< 00:01,23.4,0.0555334912,0.1241766613,5658546.389050955,False
2006 BZ147,13,2453799.028095755,2006-Mar-04 12:40,0.0409406885541283,0.0409359038762539,0.0409454731990634,2.17843587775994,2.14835285167922,< 00:01,25.4,0.022108281,0.0494356193,16170327.204522004,False
2006 DS62,8,2453799.180470648,2006-Mar-04 16:20,0.0317424853431123,0.0312085043769723,0.0322764342592929,9.70204983427028,9.69339414416318,< 00:01,26.7,0.0121494041,0.0271668934,4748608.189386311,False
